Stations_ID;Stationsname;Geo. Laenge [Grad];Geo. Breite [Grad];Stationshoehe [m];Geberhoehe ueber Grund [m];Von_Datum;Bis_Datum;Geraetetyp Name;Messverfahren;eor;
3196;Marnitz;;;;;19020101;19480130;Gerätetyp unbekannt;Feuchteregistrieung, konv.;eor;
3196;Marnitz;11.93;53.32;83;2;19480131;19480731;Hygrograph nach Frankenberg;Feuchteregistrieung, konv.;eor;
3196;Marnitz;11.93;53.32;81;2;19480801;19730430;Hygrograph nach Frankenberg;Feuchteregistrieung, konv.;eor;
3196;Marnitz;11.93;53.32;81;2;19730501;20060405;Hygrograph nach Frankenberg;Feuchteregistrieung, konv.;eor;
3196;Marnitz;11.93;53.32;81;2;19770501;19920616;Lithium_Chlorid-Taupunktfühler;Feuchtemessung, elektr.;eor;
3196;Marnitz;11.93;53.32;81;2;19800501;19920616;Elektrisches Aspirationspsychrometer-1 (EAP-1);Feuchtemessung, elektr.;eor;
3196;Marnitz;11.93;53.32;81;2;19920703;19951225;HYGROMER MP300;Feuchtemessung, elektr.;eor;
3196;Marnitz;11.93;53.32;81;2;19951227;19951230;HYGROMER MP300;Feuchtemessung, elektr.;eor;
3196;Marnitz;11.93;53.32;81;2;19960104;19980914;HYGROMER MP300;Feuchtemessung, elektr.;eor;
3196;Marnitz;11.93;53.32;81;2;19980916;20000211;HYGROMER MP300;Feuchtemessung, elektr.;eor;
3196;Marnitz;11.93;53.32;81;2;20000214;20040929;HYGROMER MP300;Feuchtemessung, elektr.;eor;
3196;Marnitz;11.93;53.32;81;2;20040929;20041004;Feuchtesonde HMP45D;Feuchtemessung, elektr.;eor;
3196;Marnitz;11.93;53.32;81;2;20041006;20041010;Feuchtesonde HMP45D;Feuchtemessung, elektr.;eor;
3196;Marnitz;11.93;53.32;81;2;20041012;20140923;Feuchtesonde HMP45D;Feuchtemessung, elektr.;eor;
3196;Marnitz;11.93;53.32;81;2;20140923;20190312;EE33;Feuchtemessung, elektr.;eor;
generiert: 14.03.2019 --  Deutscher Wetterdienst  --
